id,tax_class
255874,18
255963,0
256002,18
256045,18
256132,5
256133,5
256165,18
256222,0
256648,12
256655,18
256683,12
256684,12
256685,12
256686,12
256687,12
256688,12
257034,18
257382,12
257392,18
257399,5
257406,5
257407,5
257545,18
257852,18
257853,18
257859,18
257862,12
257863,12
258053,5
258133,18
258181,12
258357,18
258358,18
258359,18
258391,18
258392,18
258403,18
258415,18
258418,18
258421,18
258583,18
258584,18
258585,5
258588,12
258594,12
258599,12
258600,12
258601,12
258602,12
258604,12
258879,18
259032,18
259099,18
259244,18
259411,5
259705,18
259706,18
259837,18
259856,18
259985,18
260354,12
260405,18
260422,12
260424,12
260427,12
260429,12
260430,12
260432,12
260433,12
260434,12
260435,12
260439,12
260595,12
260598,12
260634,18
260637,18
260641,18
260642,18
260650,12
260653,12
260654,18
260767,5
260770,5
260772,5
260797,5
260798,5
260799,5
260806,5
260873,18
260874,18
260936,18
260993,18
260995,18
260996,18
260997,18
260999,18
261002,18
261004,18
261012,18
261013,18
261015,18
261016,18
261017,18
261018,18
261025,18
261029,18
261199,0
261308,18
261328,18
261339,12
261373,5
261374,5
261502,18
261515,18
261653,12
261687,12
261815,5
262270,18
262712,12
262799,5
262809,5
262811,5
262814,5
262815,5
262921,18
262971,18
262978,18
263108,18
263109,18
263112,18
263113,18
263114,18
263120,12
263122,12
263124,12
263125,12
263126,12
263128,12
263129,12
263164,0
263363,12
263367,12
263368,12
263369,12
263492,0
263493,0
263494,18
263515,12
263521,12
263524,12
263574,5
263575,18
263586,18
263593,18
263594,5
263597,18
263599,5
263602,5
263603,5
263606,5
263613,5
263620,5
263642,5
263654,18
263663,0
263675,18
263687,18
263696,12
263698,18
263699,18
263708,18
263710,18
263716,18
263719,18
263721,18
263724,18
263727,18
263732,18
263737,18
263740,18
263745,18
263753,18
263758,18
263760,18
263762,18
263764,18
263772,18
263775,12
263777,18
263778,18
263779,18
263781,18
263789,18
263799,18
263805,18
263813,18
263819,18
263838,18
263841,5
263850,12
263852,12
263856,18
263859,18
263862,18
263869,18
263870,18
263871,18
263872,18
263875,18
263878,18
263880,18
263884,18
263896,12
263910,12
263919,18
263920,18
263921,18
263923,18
263924,18
263925,18
263926,18
263930,12
263931,18
263935,5
263936,18
263939,18
263954,18
263957,18
263958,18
263967,18
263970,18
263973,18
263975,18
263980,18
263985,18
263986,18
263987,18
263993,18
263999,18
264001,0
264003,12
264009,18
264019,5
264024,12
264105,0
264111,18
264230,12
264233,12
264235,12
264237,12
264328,18
264329,18
264427,18
264432,18
264435,5
264437,5
264453,12
264454,12
264456,12
264460,12
264461,12
264465,12
264466,12
264468,12
264513,12
264515,12
264516,12
264520,12
264559,5
264565,5
264567,5
264589,18
264590,12
264591,12
264593,12
264595,18
264597,18
264601,18
264661,18
264677,18
264679,5
264720,18
264746,18
264747,18
264764,18
264786,18
264971,5
264972,5
264980,0
264981,0
264982,0
264983,0
264996,18
265074,18
265114,5
265178,18
265238,18
265242,18
265243,18
265244,18
265246,18
265247,18
265273,18
265280,18
265317,5
265349,12
265355,18
265371,18
265381,12
265439,18
265453,18
265490,5
265511,18
265611,18
265643,18
265645,18
265665,18
265673,18
265682,18
265688,12
265690,12
265692,40
265693,12
265694,12
265696,40
265698,12
265699,12
265701,12
265702,40
265707,40
265708,12
265712,12
265721,12
265722,12
265726,40
265728,12
265729,12
265770,12
265771,18
265853,12
265876,18
265879,12
265891,18
265930,5
265939,0
265940,18
265941,0
265942,18
265943,12
265947,5
265948,5
265950,12
265951,18
265953,18
265954,18
265956,18
265957,18
265958,12
265959,18
265960,12
265961,12
265962,12
265963,12
265965,18
265966,18
265967,12
265968,12
265969,18
265970,18
265971,0
265974,18
265978,5
265979,12
265980,12
265983,18
265987,12
265991,12
265994,18
265997,18
265998,18
266000,12
266005,18
266006,12
266009,12
266010,12
266011,12
266014,5
266015,12
266016,12
266017,12
266018,12
266031,5
266032,5
266034,5
266056,12
266057,12
266065,5
266070,12
266071,12
266096,12
266101,12
266103,12
266105,12
266109,12
266112,12
266122,5
266151,12
266156,0
266157,12
266160,12
266162,12
266165,12
266170,12
266283,12
266286,5
266291,5
266292,5
266293,0
266294,0
266323,12
266335,5
266419,5
266421,5
266428,12
266429,5
266437,5
266439,5
266467,12
266474,5
266531,18
266535,5
266541,12
266543,12
266545,12
266547,12
266549,5
266555,12
266557,18
266560,18
266570,12
266577,12
266579,18
266580,5
266585,5
266589,0
266591,5
266592,0
266595,5
266628,18
266631,18
266638,18
266639,18
266642,18
266644,18
266651,18
266655,18
266657,18
266658,18
266659,18
266663,18
266664,18
266667,18
266672,18
266673,18
266687,18
266690,18
266692,18
266693,18
266694,18
266695,18
266698,18
266700,18
266706,18
266796,18
266800,18
266817,18
266820,18
266829,18
266830,18
266836,18
266840,18
266841,18
266854,18
266857,18
266859,18
266879,18
266886,18
266893,18
266917,18
266942,18
266945,18
266951,18
266952,18
266953,18
266954,18
266962,18
266967,18
266969,18
266981,18
266984,18
266988,18
266996,18
266999,18
267006,18
267011,18
267012,18
267016,0
267018,0
267037,18
267084,18
267156,18
267157,18
267222,5
267224,5
267227,5
267229,5
267231,5
267232,5
267234,5
267237,5
267248,5
267256,18
267263,5
267266,5
267276,5
267277,5
267279,5
267281,5
267345,5
267346,5
267347,5
267349,5
267366,18
267376,18
267381,18
267384,18
267392,12
267400,18
267426,18
267525,18
267533,18
267540,18
267629,18
267639,18
267642,18
267698,18
267737,5
267748,12
267755,12
267757,12
267760,12
267845,18
267846,18
267847,18
267856,5
267873,18
267876,18
267924,18
267938,18
267944,18
267963,18
267964,18
267978,18
267979,5
267995,5
268002,5
268005,5
268007,5
268008,5
268009,5
268010,5
268011,5
268012,5
268013,5
268023,5
268024,5
268025,5
268026,5
268033,5
268035,18
268039,5
268041,5
268042,5
268046,5
268048,5
268055,12
268059,5
268060,12
268064,12
268068,5
268071,5
268073,5
268074,5
268076,5
268077,5
268078,5
268194,12
268315,12
268464,18
268653,5
268654,5
268686,5
268688,18
268690,5
268691,5
268700,12
268759,18
268761,18
268762,18
268931,5
268932,5
268937,5
268939,5
268941,5
268942,5
268943,5
268944,5
268978,18
269133,5
269234,12
269256,18
269268,5
269286,5
269370,5
269380,5
269398,18
269603,18
269606,18
269608,18
269750,12
269759,12
269798,5
269800,0
269801,0
269803,5
269806,5
270026,18
270030,18
270068,12
270080,12
270222,18
270223,18
270242,5
270378,12
270484,18
270486,18
270508,12
270509,12
270510,12
270512,12
270514,12
270516,12
270518,5
270522,12
270545,12
270546,12
270616,18
270620,5
270621,5
270623,5
270633,5
270634,5
270726,18
270727,18
270729,18
270743,18
270787,5
270891,18
270896,18
271073,5
271089,5
271119,40
271130,5
271156,5
271205,5
271209,0
271240,12
271245,12
271248,12
271254,12
271326,12
271327,12
271341,18
271379,12
271440,0
271582,18
271595,18
271649,18
271675,18
271680,5
271819,5
271820,5
271980,0
272096,18
272097,18
272106,18
272107,18
272262,18
272263,18
272265,18
272267,18
272271,18
272606,18
272702,18
272753,18
272869,18
272880,18
272883,18
272989,18
273005,18
273071,5
273072,5
273073,5
273217,12
273223,12
273225,12
273489,12
273491,5
273493,5
273494,5
273496,5
273497,5
273561,18
273562,18
273590,18
273619,18
273620,18
273623,18
273808,5
273809,5
273811,18
273864,18
274035,12
274037,12
274068,18
274118,5
274120,5
274122,5
274123,5
274124,5
274125,5
274128,5
274129,5
274138,5
274139,5
274148,5
274151,5
274153,5
274160,5
274166,5
274169,5
274171,5
274172,5
274173,5
274183,5
274184,5
274189,5
274190,5
274196,5
274344,18
274346,18
274350,18
274353,18
274408,18
274423,12
274437,18
274500,12
274521,18
274523,18
274580,18
274586,18
274604,18
274613,5
274769,18
274775,18
274791,5
274864,18
274867,18
274920,12
274921,18
274927,18
274928,18
274929,18
274930,18
274933,18
274934,18
274936,18
274965,5
274985,18
274988,18
275016,5
275077,12
275128,0
275198,12
275201,12
275236,18
275241,18
275242,5
275243,18
275244,18
275246,18
275247,18
275251,18
275253,18
275254,18
275258,18
275260,18
275261,18
275290,12
275438,12
275439,12
275460,5
275491,5
275574,18
275627,0
275767,5
275788,5
275790,5
275802,18
275814,18
275815,18
275816,18
275817,0
275825,0
275922,18
275927,18
275929,18
275987,5
275988,5
276122,12
276123,12
276384,18
276385,18
276388,18
276394,18
276402,12
276413,12
276626,18
276653,0
276661,18
276725,18
276727,18
276728,0
276729,18
276730,18
276755,5
276756,5
276757,5
276758,5
276759,5
276934,5
276958,18
276959,18
277012,5
277019,5
277072,18
277073,18
277088,18
277094,18
277101,18
277102,0
277117,18
277119,18
277136,18
277138,18
277139,18
277140,18
277141,18
277142,18
277143,18
277144,18
277148,18
277149,18
277151,18
277152,18
277153,18
277154,18
277157,18
277159,18
277180,12
277181,12
277463,18
277853,18
277866,18
277876,18
277877,12
277878,0
278172,0
278285,5
278328,18
278332,18
278340,18
278857,12
278990,18
279022,12
279023,12
279024,12
279025,12
279026,12
279027,12
279031,12
279033,12
279035,12
279037,12
279038,12
279207,12
279324,12
279327,12
279349,12
279351,12
279354,12
279356,12
279367,12
279403,12
279407,12
279581,12
279587,5
279588,5
279596,5
279649,0
279783,5
279800,5
279801,5
279803,0
279804,5
279806,5
279807,5
279808,5
279809,5
279812,5
279813,5
279814,5
279815,0
279817,5
279818,5
279819,5
279820,5
279822,5
279823,5
279824,5
279827,5
279828,5
279830,5
279831,0
279833,5
279835,5
279836,5
279837,5
279838,5
279839,5
279849,5
279852,5
279853,5
279856,5
279857,5
279859,5
279860,5
279863,5
279864,5
279866,5
279867,5
280085,18
280154,5
280173,18
280474,18
280665,5
280677,5
280839,0
280840,18
280915,12
280947,18
280949,18
280953,18
280954,18
280964,12
280965,18
280967,12
280970,12
280980,5
281026,18
281038,18
281039,18
281175,12
281176,12
281185,18
281186,18
281366,18
281373,18
281394,18
281395,18
281397,18
281401,12
281402,12
281404,12
281435,18
281465,18
281485,18
281494,18
281497,18
281536,5
281594,5
281674,12
281757,5
281872,18
282095,18
282197,5
282210,5
282212,5
282222,5
282565,12
282598,12
282600,12
282605,12
282729,5
282869,12
282871,12
282872,18
282875,18
282876,18
283101,0
283160,12
283165,12
283307,12
283310,12
283426,5
283470,12
283518,18
283522,40
283535,18
283544,18
283554,18
283555,0
283567,18
283706,5
283708,18
283851,18
283890,18
283896,18
283905,18
283907,18
283914,18
284013,5
284028,5
284033,5
284035,18
284038,5
284056,12
284078,0
284087,12
284102,12
284104,12
284137,12
284142,12
284148,12
284193,12
284196,12
284243,18
284247,12
284264,5
284268,5
284269,5
284272,5
284277,5
284287,5
284301,5
284304,5
284308,5
284317,5
284319,5
284332,5
284340,5
284344,5
284405,5
284406,18
284408,12
284409,12
284411,12
284413,18
284420,5
284422,5
284429,12
284553,18
284567,18
284698,5
284699,18
284709,18
284711,18
284782,18
284783,18
284787,12
285138,5
285181,18
285243,18
285250,18
285258,12
285264,18
285409,5
285410,5
285412,5
285420,18
285422,18
285609,18
285613,18
285617,18
285621,18
285680,18
285681,18
285704,18
286070,5
286082,18
286135,18
286210,5
286269,18
286270,18
286271,18
286393,18
286499,18
286536,12
286560,18
286573,0
286584,18
286586,18
286591,12
286592,18
286595,18
286596,18
286601,18
286624,18
286701,18
286710,18
286711,18
286713,18
286715,18
286730,18
286731,18
286734,18
286739,18
286741,18
286775,18
287005,12
287006,12
287166,5
287197,5
287198,5
287553,18
287579,12
287646,12
287732,18
287856,5
287989,18
288068,18
288139,18
288506,18
288785,18
288789,18
288833,18
288838,18
288840,18
288848,18
288854,18
288861,18
288863,18
288922,40
288925,40
288926,40
288927,40
288928,40
288957,40
289080,18
289082,12
289210,18
289213,18
289237,12
289520,18
289526,18
289528,18
289639,0
289656,5
289714,5
289992,12
290004,5
290131,5
290185,18
290188,18
290190,18
290381,18
290383,18
290384,18
290394,18
290485,18
290495,18
290497,18
290501,18
290503,18
290507,18
290593,18
290707,5
290719,0
290727,5
290729,18
290730,18
290750,5
290829,5
291038,5
291044,5
291046,5
291238,5
291244,12
291247,12
291946,5
292061,18
292062,0
292064,0
292093,18
292129,18
292168,18
292223,18
292361,0
292388,40
292390,40
292392,40
292394,40
292395,40
292396,40
292398,40
292401,12
292597,12
292607,12
292610,12
292619,5
292620,5
292626,18
292645,18
292659,5
293034,18
293035,18
293260,0
293304,5
293388,18
293396,12
293399,18
293401,18
293402,18
293407,18
293423,18
293630,18
293693,18
293694,18
293695,18
293700,18
293714,12
293717,18
293718,18
293755,18
294222,18
294223,12
294238,12
294445,18
294446,18
294642,5
294729,18
294746,18
294759,18
294895,18
294896,18
294897,18
294904,5
294955,12
294981,12
294992,12
295224,0
295227,0
295228,0
295229,0
295230,0
295232,0
295233,0
295235,0
295236,0
295237,0
295238,0
295239,0
295240,0
295241,0
295242,0
295244,0
295245,0
295246,0
295248,0
295501,18
295516,18
295518,18
295630,12
295652,12
295659,12
295669,12
295679,12
295687,12
295743,18
295802,18
295812,0
295813,0
295873,18
295874,18
295875,18
295926,18
296072,0
296298,5
296336,5
296341,5
296361,12
296789,18
296791,18
297063,18
297071,18
297077,5
297155,18
297423,0
297424,0
297431,0
297432,0
297433,0
297434,0
297435,0
297436,0
297461,5
297465,5
297467,5
297481,5
297498,5
297511,5
297579,5
297699,18
297720,0
297948,18
297997,18
298058,5
298071,5
298198,5
298200,5
298221,18
298245,12
298247,18
298248,12
298249,12
298258,18
298290,18
298311,18
298436,40
298438,18
298489,5
298685,5
298778,12
298943,12
298951,12
298976,18
298980,18
298983,18
299009,18
299025,18
299031,18
299035,18
299129,12
299167,18
299290,18
299410,12
299449,12
299451,12
299464,18
299468,18
299469,18
299669,18
299670,18
299671,0
299714,18
299715,18
299719,18
299904,18
300010,18
300031,5
300219,18
300223,18
300230,18
300279,18
300288,18
300345,18
300440,5
300441,5
300468,0
300791,12
300847,12
301147,5
301278,5
301306,18
301309,0
301312,0
301320,18
301324,0
301325,0
301326,0
301331,12
301534,5
301536,5
301673,18
301678,18
301968,5
301970,0
301974,5
301976,5
301982,5
301983,5
301985,5
301987,5
301988,5
301990,5
302075,18
302077,18
302078,18
302080,18
302099,18
302121,18
302124,12
302127,12
302129,12
302131,0
302138,0
302140,5
302147,0
302150,0
302151,5
302563,0
302571,0
302572,0
302574,0
302576,18
302581,18
302588,0
302590,0
302601,18
302774,5
303122,12
303124,12
303127,12
303129,12
303137,12
303219,12
303409,0
303412,0
303531,18
303767,18
303974,5
304212,18
304377,18
304493,18
304510,12
304511,12
304557,5
304662,5
304663,5
304705,0
304772,5
304822,18
304853,18
304902,12
304919,18
305018,18
305027,18
305030,18
305200,18
305213,18
305222,18
305224,18
305227,18
305325,18
305370,18
305401,5
305404,5
305538,18
305539,18
305560,18
305562,18
305595,18
305596,18
305787,18
305790,18
305792,18
305831,18
305893,12
305895,12
305897,12
305908,18
305909,18
305910,18
305913,18
305920,18
305921,18
305922,18
305924,18
305925,18
305926,18
305927,18
305928,18
305931,18
305933,18
305938,18
305940,18
306001,18
306039,18
306042,18
306096,18
306111,18
306125,18
306126,18
306128,18
306135,18
306136,18
306142,18
306148,18
306151,18
306158,18
306161,18
306164,18
306166,18
306171,18
306172,18
306173,18
306175,18
306184,18
306185,18
306189,18
306191,18
306210,18
306231,18
306234,18
306236,18
306237,18
306240,18
306242,18
306260,12
306311,5
306316,18
306437,5
306533,5
306540,5
306542,5
306548,5
306703,18
306926,5
307018,5
307077,18
307094,18
307102,18
307118,18
307121,18
307127,18
307130,18
307150,18
307158,18
307170,18
307195,18
307268,0
307281,0
307292,18
307293,18
307296,18
307317,18
307359,18
307365,18
307366,18
307367,18
307369,18
307371,18
307372,18
307395,18
307397,18
307407,18
307413,18
307414,18
307460,18
307463,18
307468,18
307469,18
307560,18
307561,18
307573,18
307606,18
307724,18
307727,18
307902,18
307905,18
307906,18
307907,18
307908,18
307912,18
307939,18
307943,18
307945,18
307949,18
307950,18
307953,18
307957,18
307960,18
307984,5
307985,5
308010,18
308026,18
308029,18
308049,18
308106,18
308108,12
308122,12
308131,18
308159,18
308161,18
308163,18
308164,18
308165,18
308166,18
308167,18
308169,18
308178,18
308179,18
308181,18
308183,18
308184,18
308190,18
308191,18
308291,18
308368,18
308370,18
308467,18
308568,18
308575,18
308585,18
308590,18
308595,18
308597,18
308599,18
308609,5
308709,18
308710,18
308715,18
308720,18
308847,18
309135,12
309153,12
309773,18
309822,18
309927,18
310182,12
310185,18
310356,18
310362,18
310363,18
310365,18
310366,18
310367,18
310368,18
310683,18
310720,18
310721,18
310859,12
310897,18
310941,18
311012,12
311080,18
311102,18
311103,18
311105,18
311119,18
311545,12
311607,18
311608,18
311659,5
311698,18
311700,18
311703,18
311704,18
311705,18
311710,18
311782,12
312159,18
312169,5
312184,18
312468,5
312568,5
312650,0
312679,18
312687,18
312747,18
313466,18
313577,12
313578,12
313621,18
313624,18
313782,18
313792,18
313793,18
313795,18
313967,18
314001,5
314025,18
314027,18
314030,18
314040,18
314045,0
314134,12
314285,5
314324,12
314352,18
314355,18
314517,18
314538,12
314904,12
314914,18
314915,18
314930,18
314931,18
315088,18
315089,18
315091,18
315203,18
315208,18
315209,18
315211,18
315216,18
315217,18
315247,18
315249,18
315250,18
315299,12
315398,12
315431,12
315438,12
315451,12
315756,5
316089,18
316249,12
316255,12
316284,18
316323,12
316326,5
316329,12
316331,5
316401,18
316403,18
316422,18
316944,5
317131,18
317201,12
317804,18
317851,12
317932,5
317934,18
317941,18
318025,18
318027,12
318028,12
318036,18
318057,12
318062,0
318699,18
318701,5
318822,18
318987,18
318989,18
318994,18
318998,18
318999,18
319054,18
319067,18
319182,5
319184,5
319237,12
319262,18
319263,18
319335,0
319336,0
319340,0
319362,18
319441,12
319492,18
319604,18
319608,5
319637,5
319692,18
319695,18
319697,18
319721,12
319722,12
319729,12
319731,12
319884,5
319969,5
319985,5
320103,18
320251,18
320254,18
320255,18
320256,18
320261,18
320262,18
320263,18
320287,5
320288,0
320291,12
320292,12
320293,12
320294,12
320295,12
320296,0
320297,0
320300,18
320311,18
320312,18
320313,18
320314,18
320315,18
320350,18
320353,18
320389,18
320395,12
320410,5
320412,5
320415,5
320424,5
320433,5
320440,5
320442,5
320444,5
320446,5
320448,5
320449,5
320450,5
320451,5
320452,5
320453,0
320456,5
320458,5
320459,5
320461,5
320462,12
320463,5
320464,5
320465,5
320467,5
320468,5
320471,5
320472,5
320474,5
320559,18
320614,18
320620,18
320624,12
320628,18
320630,18
320637,18
320638,18
320643,18
320651,18
320652,18
320657,18
320669,18
320670,18
320672,18
320675,18
320870,12
320904,18
320915,18
320943,18
320947,12
320950,18
320987,18
321323,18
321324,18
321325,18
321357,18
321458,18
321496,18
321503,18
321504,18
321589,0
321594,0
321685,18
321686,18
321687,18
321735,18
321758,18
321759,18
321760,18
321761,18
321767,18
321808,18
321894,18
321896,12
321897,18
321904,12
321917,12
321928,18
321929,18
321951,18
321963,18
321964,18
321965,5
322016,18
322034,18
322761,18
322772,18
322773,18
322774,18
322775,18
322776,18
322777,18
322778,18
322779,18
322794,18
322795,18
322797,18
322817,12
322856,5
322858,18
322863,5
322895,12
322932,18
322933,18
323065,12
323096,18
323573,12
323628,5
323793,12
323794,18
323812,18
323957,12
324019,12
324021,12
324047,18
324099,12
324300,18
324304,18
324307,18
324373,12
324375,12
324380,12
324403,18
324431,18
324612,12
324616,12
324617,12
324621,12
324623,12
324624,12
324625,12
324644,12
324645,12
324876,12
324879,12
325184,12
325185,12
325186,12
325189,12
325192,5
325207,12
325212,12
325222,12
325224,12
325225,12
325272,18
325298,12
325393,18
325394,18
325395,18
325396,18
325403,18
325406,18
325414,18
325415,18
325416,18
325417,18
325418,18
325419,18
325469,12
325471,12
325485,12
325552,18
325554,12
325558,12
325561,12
325570,12
325572,12
325576,18
325720,12
325736,18
326107,18
326108,18
326109,18
326115,18
326116,18
326122,18
326128,18
326129,18
326139,18
326169,12
326305,18
326355,18
326420,12
326567,12
326577,18
326585,18
326586,18
326589,18
326594,12
326595,12
326596,12
326598,12
326599,12
326600,12
326603,12
326605,12
326624,5
326636,18
326672,18
326778,18
326782,18
326783,18
326784,18
326785,18
326875,18
327083,18
327084,18
327217,0
327412,18
327414,18
327660,0
327662,18
327752,18
327757,18
327758,18
327775,18
327909,18
328201,18
328440,18
328467,18
328555,12
328556,12
328562,12
328565,12
328664,12
328680,18
328881,5
328917,5
328969,18
328988,18
328995,18
328996,18
329001,18
329043,18
329045,18
329278,18
329297,5
329310,18
329380,18
329518,18
329568,5
329876,18
329877,18
329988,0
330076,12
330190,18
330192,18
330193,18
330469,5
330535,18
330713,5
330758,18
330761,18
330773,5
330941,18
330948,18
331100,18
331105,18
331108,18
331111,18
331282,18
331290,18
331364,18
331365,18
331381,18
331383,18
331401,40
331402,40
331406,18
331412,5
331417,5
331418,5
331419,5
331420,5
331421,5
331422,5
331423,5
331426,5
331448,18
331463,18
331464,18
331528,18
331530,18
331532,18
331541,18
331563,12
331791,5
331792,5
331793,5
331904,18
331905,18
331910,18
331924,18
331925,18
331927,18
331928,18
331929,18
331930,18
331936,12
331978,5
332068,5
332069,5
332140,5
332164,40
332167,40
332173,40
332174,40
332175,40
332176,40
332177,40
332178,40
332207,12
332210,12
332212,12
332217,12
332219,12
332226,5
332227,0
332228,5
332229,0
332233,5
332247,5
332249,5
332251,5
332350,18
332373,18
332399,18
332416,18
332417,18
332520,12
332524,12
332529,12
332546,18
332555,5
332557,5
332571,5
332577,5
332580,5
332583,5
332586,5
332587,5
332588,5
332638,18
332690,18
332696,18
332697,18
332706,18
332712,18
332738,18
332904,5
332909,5
332930,5
332980,5
332984,18
332985,18
332986,0
332987,5
332988,5
333044,12
333093,18
333094,18
333101,18
333122,18
333126,0
333157,18
333162,12
333176,18
333182,18
333184,18
333193,5
333346,12
333347,12
333349,12
333353,12
333354,12
333355,12
333356,12
333401,18
333501,5
333503,5
333505,5
333527,5
333544,18
333586,18
333642,18
333643,18
333666,18
333667,18
333820,12
333824,18
333826,12
333847,18
333876,12
333885,18
333887,18
333889,18
333890,18
333900,18
333927,12
333930,12
333932,12
333934,12
